IUPUI, -2.96495308465
Jacksonville St., -2.97645151504
Eastern Washington, -3.08301754438
North Carolina Central, -3.0858160984
Tennessee Martin, -3.12116304153
Morehead St., -3.21050177704
UNLV, -3.25785232576
New Hampshire, -3.27960939276
Georgia Southern, -3.33434929445
Bradley, -3.48319305442
Portland, -3.50889107821
Coastal Carolina, -3.5200392798
Fairfield, -3.62944262108
Army, -3.65586071134
Tulane, -3.94534401157
Illinois Chicago, -4.04319285763
Drake, -4.08970275256
Hawaii, -4.19520581132
Idaho, -4.19522570462
Navy, -4.26268529689
Eastern Illinois, -4.2756449058
Columbia, -4.45069229888
Charlotte, -4.46474301151
Stony Brook, -4.57724037592
Little Rock, -4.70671636749
Montana St., -4.72481095178
New Orleans, -4.75591437671
Western Kentucky, -4.81959186823
Oregon St., -4.86003842608
Central Michigan, -4.90838844057
Pacific, -5.0041017696
Loyola MD, -5.07928383549
UC Davis, -5.10944317898
UMKC, -5.12328279018
South Florida, -5.12570647712
Southeast Missouri St., -5.44272365784
Holy Cross, -5.45877550687
Bowling Green, -5.58203444413
Sam Houston St., -5.68480372353
Long Beach St., -5.7311466399
Saint Louis, -5.81482138142
Liberty, -5.8654642626
San Diego, -6.00004825547
Rider, -6.13973081989
Wagner, -6.23255876507
Cleveland St., -6.25857461979
South Alabama, -6.26783458067
Texas Southern, -6.32788846828
Southeastern Louisiana, -6.43484891374
Florida Atlantic, -6.4817930805
UTSA, -6.50571404986
Drexel, -6.53895094934
Milwaukee, -6.56028598768
Tennessee Tech, -6.56567389117
NJIT, -6.59182564441
Portland St., -6.67937066662
Cal St. Northridge, -6.71281170657
Louisiana Monroe, -6.82940808701
LIU Brooklyn, -6.86361089119
Stephen F. Austin, -6.90331139007
Robert Morris, -6.96065920196
Manhattan, -7.18487496327
USC Upstate, -7.25036749302
Lamar, -7.3595812035
James Madison, -7.40019696521
FIU, -7.41506639665
Brown, -7.65675656824
Cornell, -7.9410912087
Miami OH, -8.0357318552
Houston Baptist, -8.10582153159
Bryant, -8.19336815954
St. Francis PA, -8.22089909886
Colgate, -8.22324122694
Niagara, -8.22375171526
Eastern Kentucky, -8.27442012155
Quinnipiac, -8.40212661354
North Florida, -8.50883155748
Appalachian St., -8.61492480245
Cal St. Fullerton, -8.64322865022
Seattle, -8.73760834141
High Point, -8.78575941534
North Texas, -8.82139289163
Jacksonville, -8.85017769555
Delaware, -8.87527173326
Fairleigh Dickinson, -8.97889010995
Campbell, -9.209351243
Kennesaw St., -9.2250484221
Youngstown St, -9.37012670143
Northern Colorado, -9.44745357221
UMass Lowell, -9.52424312071
Sacred Heart, -9.57462038806
Cal Poly, -9.59382440773
UT Rio Grande Valley, -9.77961732276
American, -9.84951139046
Detroit, -9.98214460069
Pepperdine, -10.1931115297
Western Illinois, -10.3979479502
Dartmouth, -10.5325383209
Austin Peay, -10.5764210273
Abilene Christian, -10.6496917832
Southern, -10.9361975729
UC Riverside, -10.9811846664
Binghamton, -10.9944849166
Radford, -11.1944184959
Northwestern St., -11.3497878717
Sacramento St., -11.5641124808
Incarnate Word, -11.5992204984
Norfolk St., -11.6164224417
Charleston Southern, -11.6790238595
SIU Edwardsville, -12.1588993993
UC Santa Barbara, -12.2828949484
Maryland Eastern Shore, -12.3564535982
Marist, -12.6322863445
VMI, -12.698994995
Hampton, -12.9609153862
Hartford, -13.0984129206
Central Arkansas, -13.2861858014
Alcorn St., -13.314641019
Stetson, -13.4133519643
Idaho St., -13.4330656376
Chicago St., -13.6007117741
Jackson St., -13.6741813121
Northern Arizona, -13.997159739
The Citadel, -14.0515416546
McNeese St., -14.2467280976
Morgan St., -14.3238422568
Nicholls St., -14.3663083127
Maine, -14.4485506517
Southern Miss, -14.6050407215
Prairie View A&M, -14.6256364179
Lafayette, -14.725751882
Southern Utah, -15.3911845113
Savannah St., -15.752394381
Howard, -16.2370769162
Central Connecticut, -16.4108342402
Western Carolina, -16.8669915855
St. Francis NY, -17.2590735985
South Carolina St., -17.683100217
Delaware St., -18.5475831364
Grambling St., -18.673911798
Bethune Cookman, -19.2715287687
Alabama St., -19.2779415297
Mississippi Valley St., -19.5845425633
Florida A&M, -20.4688381181
Longwood, -21.7485872822
Coppin St., -21.9774203207
Arkansas Pine Bluff, -22.119860302
North Carolina A&T, -22.2232569379
Presbyterian, -22.5396239063
Alabama A&M, -27.8279944707
